"CLDL","FNET","LWCF","PRECT","QRL","SWCF","mean"
0.862453630338877,0.975699122225281,0.898300679690763,0.72361713180788,0.812565498438331,0.840785203332784,0.852236877638986
0.897725192980662,0.977484337645905,0.87179810121142,0.578600879855011,0.781885105196417,0.862320175376591,0.828302298711001
0.874986946625252,0.978352534539386,0.863122710217139,0.562598783743371,0.760097086280566,0.853982338467461,0.815523399978863
0.894535067615929,0.967711362769722,0.868219630335564,0.698354917347023,0.809121921462355,0.75595926294384,0.832317027079072
0.915950726818692,0.963312541217408,0.820150009126799,0.628768733915415,0.790153679873359,0.674867665238481,0.798867226031692
0.919821185766788,0.964623046579452,0.86747070297384,0.752700644801119,0.820590438088168,0.753625797827556,0.846471969339487
0.821393111294228,0.971338937873702,0.848189621098591,0.547197519679442,0.664715870862079,0.852389895691663,0.784204159416617
0.921346099954273,0.976320257783248,0.863811393812665,0.586112898704573,0.792959274113648,0.810666310066064,0.825202705739078
0.89649675914265,0.979570223104837,0.846149212695978,0.538509859184245,0.751023142417131,0.8549506423522,0.811116639816173
0.924549048829666,0.97996421953656,0.904836714277015,0.725564894954696,0.830723414488463,0.858815648159803,0.870742323374367
0.668163479119275,0.929831497963937,0.865296288116704,0.576130688252157,0.634894191909888,0.696898597020661,0.728535790397103
0.852901820846935,0.969687118236767,0.883377839506056,0.729075238016226,0.749064983458792,0.846839665789999,0.838491110975796
0.767153951984609,0.951539743068685,0.849578158906249,0.556937004562107,0.593186347157652,0.813113473335405,0.755251446502451
0.757306484866658,0.960548016394919,0.902923868449256,0.720672766327256,0.754893975051139,0.784225315542189,0.813428404438569
0.903851327823228,0.98008271728205,0.829291618393432,0.793044651811271,0.7823600066949,0.867371866127747,0.859333698022105
0.898118793986652,0.970963723601659,0.845530737539134,0.588935288240675,0.745518887121228,0.876846303469794,0.820985622326524
0.903604665061059,0.967689641269995,0.911904173156735,0.76257830200375,0.830709636808863,0.801906056110493,0.863065412401816
0.698003912781382,0.90941017739144,0.843612884153594,0.505235353988666,0.564787435503153,0.621860895672763,0.690485109915166
0.646718234523357,0.928771029104633,0.904651367328206,0.807785332574359,0.681542833323419,0.67268418885885,0.77369216428547
0.907755200649689,0.956247850767485,0.900034821944771,0.878996627312335,0.830362743520608,0.6864000384494,0.859966213774048
0.9229180983833,0.973379723067506,0.857568468909948,0.57222445731755,0.797289289925064,0.81259536957569,0.822662567863176
0.903607688646555,0.979581022320975,0.866685171562174,0.689631006095079,0.810099131919023,0.838554140329472,0.848026360145546
0.936013357262962,0.986005500509536,0.910758182826913,0.848505861874314,0.863414482394692,0.889012972892251,0.905618392960111
0.607977586586583,0.900562559920964,0.86899329472486,0.729060764452938,0.548710657954824,0.571656036920032,0.7044934834267
0.807579914633382,0.938481864489943,0.883582161538612,0.614283875686228,0.770730987249795,0.674433615706402,0.781515403217394
0.53678244264438,0.821632657658318,0.826619143372268,0.423114508338693,0.545973329255309,0.188827559765875,0.557158273505807
0.910827006396492,0.96885414408605,0.842492680010552,0.859220173665221,0.835356838402065,0.726245099847982,0.857165990401394
0.861761761789325,0.980461952173889,0.89683189435012,0.668980769838458,0.75895704394586,0.875043186753336,0.840339434808498
0.892903125666351,0.961522030176359,0.77193581780579,0.566388701727017,0.76537348381787,0.66784431634585,0.77099457925654
0.81509900854244,0.964374074637338,0.909652501015316,0.886695824338127,0.734755476184514,0.856853563293043,0.861238408001796
0.914087468247698,0.972105288053056,0.910551589067527,0.77760670682604,0.837465368335034,0.847460147369996,0.876546094649892
0.910423754414479,0.969821642897009,0.837793605989263,0.552458641630849,0.773335976044675,0.795659968196258,0.806582264862089
0.643806880888701,0.854851095253285,0.884413048991152,0.605192901228495,0.659022619789299,0.366646017017075,0.668988760528001
0.914776155203363,0.986017757665885,0.907821028907321,0.8480841656758,0.848077714724875,0.89162741234245,0.899400705753282
0.842793666707803,0.96667177205067,0.902478782482489,0.820871528375058,0.757788262225767,0.850875648547955,0.856913276731624
0.599954539547217,0.944076742849559,0.8838793238404,0.865999548028577,0.559539218854297,0.790297635724692,0.773957834807457
0.822096030437583,0.978693696525265,0.829887442358415,0.668384096114132,0.671082561479116,0.854408735905491,0.804092093803334
0.904805649012903,0.954651979705353,0.874062124711483,0.630562152000708,0.784868906792981,0.71643685493253,0.810897944525993
0.914026868544731,0.97602655235927,0.781268084878626,0.53376187184686,0.765090916339574,0.821441088293933,0.798602563710499
0.689180665017364,0.956726269284107,0.884933731808699,0.702041537842555,0.644210871747604,0.791310551589313,0.77806727121494
0.860216529833033,0.955219761821174,0.747732711392195,0.603039933053343,0.753652631046852,0.616492496068073,0.756059010535778
0.908659808743344,0.982974774845895,0.879454331545863,0.846673528788783,0.804482448390252,0.889395993972144,0.885273481047714
0.901348514259617,0.973492044721358,0.856619608495014,0.53272278577908,0.770109195756567,0.855794941742269,0.815014515125651
0.908628662043994,0.983763615470934,0.897472180929346,0.783159947566463,0.834240566794354,0.873660561899514,0.880154255784101
0.901943633038655,0.947441616966813,0.765360421976896,0.73359352717847,0.779569276375968,0.570106227476792,0.783002450502266
0.538583033998358,0.947304674171353,0.88660130045523,0.71224404325451,0.574605656429979,0.71093427322813,0.72837883025626
0.912832532289834,0.970552252133892,0.805512716621678,0.572384473253849,0.747713793439911,0.78344046768009,0.798739372569875
0.801553389833505,0.970925791382571,0.870082236828704,0.613313646343803,0.670403156801519,0.850389596755245,0.796111302990891
0.89160949003481,0.972198164041935,0.807891500507117,0.703607122180909,0.719583294432418,0.86385405546554,0.826457271110455
0.430294484505177,0.778000734917011,0.846121750415809,0.497434439437536,0.498696330023068,0.00515007277695634,0.50928296867926
0.907388687562877,0.977178921635262,0.816905488464494,0.480230140305025,0.734490044606218,0.84441578531939,0.793434844648878
0.926302198493157,0.980835456998811,0.907916082759255,0.786748303249807,0.841086130350177,0.869829152059557,0.885452887318461
0.89071778709661,0.95081670425582,0.862878987346576,0.55730675032999,0.773853974958285,0.687116883947566,0.787115181322474
0.916104783771024,0.978090064591383,0.794404485887482,0.473887542355365,0.713723306869083,0.840964361197437,0.786195757445296
0.825909263069917,0.968059051269071,0.899821528066368,0.698463248988968,0.762605677879866,0.839262846801986,0.832353602679363
0.652350013637532,0.954256010134701,0.898644347769832,0.663931383878732,0.631975928670874,0.79758086174304,0.766456424305785
0.922412078463763,0.974866933830977,0.930481415859546,0.93050595240403,0.872515466029299,0.833588691072036,0.910728422943275
0.913401364763014,0.967454547687488,0.848233774817063,0.631839763923856,0.798787532011612,0.729228398888281,0.814824230348552
0.470895619610466,0.853228839222031,0.85054065768653,0.680751281729351,0.64887954029739,0.167976034654967,0.612045328866789
0.886709573682701,0.959608125182782,0.827208696371514,0.521726035510106,0.758247952273028,0.71911063630203,0.77876850322036
0.690526123262301,0.963087434763821,0.876287782122484,0.647543009257723,0.717081921072974,0.769265152210721,0.777298570448337
0.895201303307252,0.960580170048058,0.83096806651489,0.520023052155965,0.747696742511302,0.757959578704553,0.78540481887367
0.905768989467747,0.971590551576414,0.897100489878773,0.754777119973492,0.780589074587305,0.821107711851425,0.855155656222526
0.517876057942091,0.922701418927396,0.863337399445794,0.536145575741614,0.553622264366925,0.656062058005685,0.674957462404917
0.911365709402019,0.975451344392138,0.892359635336742,0.690562699992136,0.825570071993535,0.852398082163183,0.857951257213292
0.891071600310105,0.979463077023569,0.829280413870603,0.866870224654859,0.778114297037923,0.835716577264368,0.863419365026905
0.652162201802398,0.866938346440202,0.850184696334628,0.543406933925907,0.555595906829194,0.492829605215775,0.660186281758017
0.875044702185145,0.964894978927118,0.767992785700249,0.617512521558868,0.667689027318024,0.830127544155272,0.787210259974113
0.946252508775844,0.987820787109062,0.931569098541873,0.924753028335575,0.8849054570576,0.918042263211496,0.932223857171908
0.865267862717522,0.961871560340426,0.94012513867462,0.934281032221052,0.855861058344811,0.806267834253443,0.893945747758646
0.89602238933458,0.970148557074448,0.836372699103184,0.462988172212916,0.766113023282462,0.822999632270597,0.792440745546365
0.876601252530236,0.971636952474644,0.889278253234089,0.699076383456008,0.78952444455297,0.850526723568338,0.846107334969381
0.657672407316777,0.92820529202861,0.819548774147821,0.477207002903384,0.51199410141937,0.73094697213016,0.687595758324353
0.888932557930227,0.941963028595121,0.812742004433417,0.813100890404008,0.800948998128192,0.586347664482901,0.807339190662311
0.90755272474695,0.981820467354839,0.903756896638632,0.791261822830989,0.830365164228231,0.870510943058832,0.880878003143079
0.926816817415328,0.976873627830391,0.86919348984531,0.532597652379829,0.794436767661134,0.839871207862366,0.82329826049906
0.876440733263961,0.946093123398887,0.795696027752005,0.574695471033929,0.754895591596489,0.637508261552972,0.764221534766374
0.872976734343069,0.974825695693442,0.814349902595431,0.641080622991729,0.718126001897281,0.857992649084701,0.813225267767609
0.799219061146786,0.92752899245303,0.897587197112611,0.878183523418985,0.735944845328462,0.718222502442252,0.826114353650354
0.891865417960442,0.93596452977288,0.852195994176495,0.850409710867406,0.824352227517923,0.580935750480529,0.822620605129279
0.34531923168305,0.826796110301573,0.823092371984914,0.451644308179402,0.394983225780169,0.208595637214015,0.508405147523854
